N° de factura,Fecha de factura,ID Cliente,País,Cantidad,Monto
561111,2021-07-25,16422.0,United Kingdom,376,"734,00"
574074,2021-11-02,00000,United Kingdom,862,"3638,90"
539064,2020-12-15,17912.0,United Kingdom,8,"58,70"
571901,2021-10-19,12757.0,Portugal,5,"149,75"
563739,2021-08-18,17750.0,United Kingdom,505,"240,66"
C549895,2021-04-12,16553.0,United Kingdom,-4,"-51,00"
545043,2021-02-27,16407.0,United Kingdom,79,"202,10"
556292,2021-06-10,00000,United Kingdom,-1,"0,00"
567180,2021-09-18,17802.0,United Kingdom,345,"652,62"
565754,2021-09-06,15462.0,United Kingdom,48,"64,80"
562135,2021-08-03,00000,United Kingdom,1,"0,00"
C544310,2021-02-17,17841.0,United Kingdom,-1,"-2,10"
567196,2021-09-19,12379.0,Belgium,196,"392,40"
553129,2021-05-13,17765.0,United Kingdom,60,"141,30"
536676,2020-12-02,16752.0,United Kingdom,54,"207,50"
C580769,2021-12-06,14869.0,United Kingdom,-1,"-3,75"
C551285,2021-04-27,15005.0,United Kingdom,-6,"-23,28"
537374,2020-12-06,17259.0,United Kingdom,275,"381,64"
C559345,2021-07-07,13984.0,United Kingdom,-408,"-432,48"
546782,2021-03-17,15291.0,United Kingdom,72,"232,40"
573423,2021-10-31,16133.0,United Kingdom,196,"308,77"
558752,2021-07-03,16931.0,United Kingdom,146,"272,26"
564150,2021-08-23,14936.0,Channel Islands,572,"1436,49"
572447,2021-10-24,17811.0,United Kingdom,200,"402,75"
572559,2021-10-25,12476.0,Germany,292,"448,88"
C567345,2021-09-19,14911.0,EIRE,-1,"-4,15"
550337,2021-04-17,18037.0,United Kingdom,1,"2,10"
572213,2021-10-21,15358.0,United Kingdom,334,"402,58"
565790,2021-09-07,16767.0,United Kingdom,480,"591,14"
553716,2021-05-18,00000,United Kingdom,3,"0,00"
549997,2021-04-14,15189.0,United Kingdom,72,"183,60"
544773,2021-02-23,00000,United Kingdom,1,"4,65"
564534,2021-08-25,12748.0,United Kingdom,47,"106,03"
544477,2021-02-21,16029.0,United Kingdom,336,"567,84"
C546868,2021-03-17,15671.0,United Kingdom,-1,"-8,50"
551383,2021-04-28,17460.0,United Kingdom,53,"119,90"
543019,2021-02-02,17912.0,United Kingdom,4,"21,60"
548267,2021-03-30,16954.0,United Kingdom,58,"180,38"
554852,2021-05-27,00000,United Kingdom,-212,"0,00"
550946,2021-04-21,12708.0,Germany,146,"202,50"
578631,2021-11-24,14805.0,United Kingdom,30,"189,80"
546026,2021-03-08,00000,United Kingdom,4,"0,00"
542363,2021-01-27,00000,United Kingdom,1,"0,00"
565288,2021-09-02,00000,United Kingdom,101,"0,00"
538848,2020-12-14,17404.0,Sweden,240,"1188,00"
573900,2021-11-01,17668.0,United Kingdom,31,"161,85"
548670,2021-04-01,15356.0,United Kingdom,122,"212,13"
546004,2021-03-08,00000,United Kingdom,1,"2,55"
549705,2021-04-11,13668.0,United Kingdom,114,"145,26"
572234,2021-10-21,16293.0,United Kingdom,22,"65,75"
561076,2021-07-24,17696.0,United Kingdom,152,"402,08"
C551386,2021-04-28,16422.0,United Kingdom,-1,"-1,01"
570021,2021-10-07,17841.0,United Kingdom,6,"8,10"
C567360,2021-09-19,13860.0,United Kingdom,-2,"-5,90"
561600,2021-07-28,15861.0,United Kingdom,315,"407,52"
536623,2020-12-02,15601.0,United Kingdom,666,"768,38"
579364,2021-11-29,14173.0,United Kingdom,73,"194,55"
547957,2021-03-28,00000,United Kingdom,32,"0,00"
C572445,2021-10-24,00000,United Kingdom,-2,"-217,81"
539458,2020-12-17,00000,United Kingdom,46,"52,75"
C547235,2021-03-21,15291.0,United Kingdom,-2,"-17,90"
556968,2021-06-16,12980.0,United Kingdom,336,"1077,12"
552703,2021-05-10,14462.0,United Kingdom,127,"251,29"
563454,2021-08-16,13305.0,United Kingdom,77,"194,55"
555514,2021-06-05,17071.0,United Kingdom,102,"252,19"
540677,2021-01-10,00000,United Kingdom,1,"0,00"
573503,2021-10-31,00000,United Kingdom,-80,"0,00"
543541,2021-02-09,12462.0,Spain,287,"762,11"
558460,2021-06-29,16779.0,United Kingdom,270,"406,46"
538180,2020-12-10,13418.0,United Kingdom,178,"369,10"
550666,2021-04-20,17719.0,United Kingdom,503,"469,19"
546560,2021-03-15,12931.0,United Kingdom,50,"62,50"
C542951,2021-02-02,16985.0,United Kingdom,-2,"-2,50"
556520,2021-06-13,14177.0,United Kingdom,39,"118,08"
576834,2021-11-16,13458.0,United Kingdom,193,"389,41"
549298,2021-04-08,13015.0,United Kingdom,192,"314,60"
567800,2021-09-22,13089.0,United Kingdom,4,"51,00"
570232,2021-10-09,14040.0,United Kingdom,186,"725,56"
580153,2021-12-02,12762.0,Portugal,1032,"1436,93"
C566470,2021-09-12,13136.0,United Kingdom,-1,"-2,08"
575961,2021-11-13,16794.0,United Kingdom,36,"125,48"
548324,2021-03-30,13316.0,United Kingdom,2048,"1622,48"
540262,2021-01-06,14045.0,United Kingdom,147,"242,55"
551187,2021-04-27,14911.0,EIRE,163,"362,90"
C556793,2021-06-14,12818.0,Austria,-6,"-24,20"
561710,2021-07-29,13827.0,United Kingdom,63,"188,02"
550965,2021-04-21,16750.0,United Kingdom,18,"118,70"
543120,2021-02-03,13668.0,United Kingdom,90,"231,40"
547964,2021-03-28,00000,United Kingdom,368,"1460,08"
569239,2021-10-03,14644.0,United Kingdom,192,"643,26"
548701,2021-04-03,17629.0,United Kingdom,219,"266,36"
543534,2021-02-09,13590.0,United Kingdom,266,"309,06"
C577073,2021-11-17,14359.0,United Kingdom,-3,"-8,85"
C547710,2021-03-24,14875.0,United Kingdom,-2,"-3,90"
565045,2021-08-31,00000,United Kingdom,-115,"0,00"
570100,2021-10-07,13695.0,United Kingdom,32,"110,40"
574474,2021-11-04,17979.0,United Kingdom,121,"253,17"
C550306,2021-04-17,16905.0,United Kingdom,-1,"-16,95"
568668,2021-09-28,15750.0,United Kingdom,214,"508,07"
546902,2021-03-17,14298.0,United Kingdom,8,"33,20"
545820,2021-03-07,13884.0,United Kingdom,14,"40,20"
555094,2021-05-31,13398.0,United Kingdom,281,"457,34"
C572535,2021-10-24,15411.0,United Kingdom,-2,"-12,50"
559156,2021-07-06,13418.0,United Kingdom,24,"79,62"
537086,2020-12-05,15332.0,Lithuania,168,"438,00"
556418,2021-06-10,00000,United Kingdom,288,"0,00"
540276,2021-01-06,14680.0,United Kingdom,669,"1520,11"
557302,2021-06-19,13102.0,United Kingdom,184,"236,44"
555394,2021-06-02,12971.0,United Kingdom,84,"126,44"
543395,2021-02-08,13534.0,United Kingdom,2,"15,90"
570711,2021-10-12,00000,United Kingdom,-45,"0,00"
559048,2021-07-05,13027.0,United Kingdom,1920,"768,00"
558527,2021-06-30,12748.0,United Kingdom,1,"1,65"
552304,2021-05-08,12748.0,United Kingdom,138,"183,30"
C563570,2021-08-17,17949.0,United Kingdom,-23,"-24,38"
578810,2021-11-25,16814.0,United Kingdom,56,"208,70"
545050,2021-02-27,15951.0,United Kingdom,174,"375,17"
556909,2021-06-15,17536.0,United Kingdom,6,"76,50"
580650,2021-12-05,14401.0,United Kingdom,458,"353,78"
547026,2021-03-18,14633.0,United Kingdom,96,"344,90"
546133,2021-03-09,14291.0,United Kingdom,516,"984,88"
567617,2021-09-21,15140.0,United Kingdom,198,"324,74"
C550611,2021-04-19,12569.0,Germany,-6,"-23,70"
553342,2021-05-16,16293.0,United Kingdom,81,"125,55"
550343,2021-04-17,12971.0,United Kingdom,70,"174,60"
575743,2021-11-11,12757.0,Portugal,166,"305,30"
C567945,2021-09-23,17340.0,United Kingdom,-6,"-42,50"
540396,2021-01-06,14031.0,United Kingdom,404,"969,24"
548242,2021-03-30,16218.0,United Kingdom,126,"216,30"
562256,2021-08-03,15152.0,United Kingdom,109,"399,60"
536672,2020-12-02,14491.0,United Kingdom,40,"127,20"
561907,2021-08-01,14060.0,United Kingdom,250,"211,14"
C559351,2021-07-07,13408.0,United Kingdom,-48,"-60,00"
574084,2021-11-02,14528.0,United Kingdom,278,"364,22"
552262,2021-05-08,14911.0,EIRE,446,"862,53"
540316,2021-01-06,16676.0,United Kingdom,204,"464,82"
569873,2021-10-06,13089.0,United Kingdom,4,"33,00"
565863,2021-09-07,17422.0,United Kingdom,393,"402,79"
543374,2021-02-07,16945.0,United Kingdom,163,"319,35"
543777,2021-02-11,15406.0,United Kingdom,127,"243,04"
C567521,2021-09-20,12540.0,Spain,-2,"-25,50"
563074,2021-08-11,12931.0,United Kingdom,6098,"9349,72"
572236,2021-10-21,14646.0,Netherlands,29,"81,02"
553897,2021-05-19,14911.0,EIRE,113,"267,46"
575170,2021-11-08,17006.0,United Kingdom,23,"108,85"
558330,2021-06-28,12748.0,United Kingdom,224,"299,71"
543748,2021-02-11,12913.0,United Kingdom,112,"313,80"
578253,2021-11-23,14744.0,United Kingdom,73,"88,20"
553680,2021-05-18,13258.0,United Kingdom,82,"224,62"
551008,2021-04-26,00000,United Kingdom,74,"521,38"
549120,2021-04-06,14587.0,United Kingdom,72,"178,40"
545048,2021-02-27,14810.0,United Kingdom,87,"180,65"
552661,2021-05-10,14051.0,United Kingdom,62,"300,10"
C556877,2021-06-15,15498.0,United Kingdom,-1,"-129,90"
540409,2021-01-07,16019.0,United Kingdom,190,"504,25"
580288,2021-12-02,17611.0,United Kingdom,57,"129,17"
562519,2021-08-05,16764.0,United Kingdom,82,"172,42"
567296,2021-09-19,12682.0,France,178,"339,01"
566756,2021-09-14,12457.0,Switzerland,376,"743,28"
C552020,2021-05-05,18183.0,United Kingdom,-2,"-6,90"
569522,2021-10-04,12664.0,Finland,73,"310,00"
568565,2021-09-27,00000,United Kingdom,32,"19,85"
570451,2021-10-10,00000,United Kingdom,15,"0,00"
576563,2021-11-15,17564.0,United Kingdom,73,"210,55"
562285,2021-08-04,17404.0,Sweden,960,"612,00"
571456,2021-10-17,16729.0,United Kingdom,322,"493,05"
557122,2021-06-16,16558.0,United Kingdom,264,"305,18"
543263,2021-02-04,00000,United Kingdom,3,"12,70"
558314,2021-06-28,16672.0,United Kingdom,144,"361,80"
564714,2021-08-28,15290.0,United Kingdom,12,"35,40"
552830,2021-05-11,15187.0,United Kingdom,172,"431,60"
C573180,2021-10-28,00000,United Kingdom,-1,"-4,15"
C537834,2020-12-08,13267.0,United Kingdom,-5,"-13,90"
578229,2021-11-23,16066.0,United Kingdom,109,"273,35"
554139,2021-05-23,14911.0,EIRE,401,"1007,75"
559653,2021-07-11,14552.0,United Kingdom,91,"165,07"
567882,2021-09-22,12906.0,United Kingdom,956,"1546,86"
541119,2021-01-14,16493.0,United Kingdom,76,"127,80"
561925,2021-08-01,16551.0,United Kingdom,316,"306,10"
569127,2021-09-30,15903.0,United Kingdom,600,"1568,40"
572746,2021-10-25,13263.0,United Kingdom,126,"203,44"
580136,2021-12-01,17841.0,United Kingdom,336,"633,38"
545075,2021-02-28,14211.0,United Kingdom,168,"319,90"
538509,2020-12-12,14413.0,United Kingdom,68,"122,70"
560052,2021-07-14,15187.0,United Kingdom,248,"413,64"
C542376,2021-01-27,13777.0,United Kingdom,-3,"-9,75"
578794,2021-11-25,17232.0,United Kingdom,110,"208,04"
555743,2021-06-07,12868.0,United Kingdom,106,"248,06"
568908,2021-09-29,16653.0,United Kingdom,709,"1117,86"
564495,2021-08-25,17719.0,United Kingdom,92,"303,78"
C562618,2021-08-08,13186.0,United Kingdom,-9,"-21,05"
576653,2021-11-16,14156.0,EIRE,2900,"4391,16"
576045,2021-11-13,15022.0,United Kingdom,112,"288,30"
578833,2021-11-25,00000,United Kingdom,913,"7483,83"
556241,2021-06-09,12597.0,Spain,445,"912,66"
551425,2021-04-28,00000,United Kingdom,12,"6,60"
573295,2021-10-28,14440.0,United Kingdom,22,"181,70"
C580168,2021-12-02,12465.0,Belgium,-4,"-8,30"
555348,2021-06-02,15184.0,United Kingdom,73,"235,23"
560854,2021-07-21,13098.0,United Kingdom,300,"473,10"
539654,2020-12-20,17340.0,United Kingdom,789,"1689,12"
541290,2021-01-17,17288.0,United Kingdom,132,"103,56"
545564,2021-03-03,00000,United Kingdom,-9,"0,00"
564953,2021-08-31,17588.0,United Kingdom,416,"537,96"
562902,2021-08-10,13925.0,United Kingdom,55,"115,93"
578246,2021-11-23,13991.0,United Kingdom,162,"116,46"
577166,2021-11-18,12936.0,United Kingdom,40,"102,00"
571302,2021-10-17,12989.0,United Kingdom,246,"482,40"
569545,2021-10-04,00000,United Kingdom,524,"2014,98"
536945,2020-12-03,14083.0,United Kingdom,179,"309,54"
544670,2021-02-22,16161.0,United Kingdom,64,"181,13"
546118,2021-03-09,13078.0,United Kingdom,212,"846,45"
576065,2021-11-13,15005.0,United Kingdom,237,"340,41"
579094,2021-11-28,12668.0,Germany,300,"882,68"
571404,2021-10-17,17520.0,United Kingdom,365,"546,81"
560634,2021-07-20,16133.0,United Kingdom,360,"421,44"
566010,2021-09-08,13700.0,United Kingdom,448,"390,47"
569462,2021-10-04,17014.0,United Kingdom,55,"188,05"
550819,2021-04-20,17530.0,United Kingdom,254,"430,76"
577334,2021-11-18,15368.0,United Kingdom,230,"446,94"
C566457,2021-09-12,17696.0,United Kingdom,-1,"-6,95"
577840,2021-11-22,17324.0,United Kingdom,32,"40,64"
C566280,2021-09-11,12748.0,United Kingdom,-4,"-20,35"
550525,2021-04-19,14672.0,United Kingdom,307,"480,27"
581021,2021-12-07,14769.0,United Kingdom,201,"341,97"
581018,2021-12-07,13743.0,United Kingdom,360,"275,76"
581397,2021-12-08,17668.0,United Kingdom,62,"185,90"
572330,2021-10-24,16426.0,United Kingdom,125,"244,45"
C546987,2021-03-18,00000,United Kingdom,-1,"-5693,05"
555638,2021-06-06,15150.0,United Kingdom,623,"816,82"
567856,2021-09-22,14077.0,United Kingdom,48,"56,30"
551201,2021-04-27,00000,United Kingdom,-620,"0,00"
576269,2021-11-14,12762.0,Portugal,195,"461,59"
578329,2021-11-23,00000,United Kingdom,-408,"0,00"
544939,2021-02-25,17034.0,United Kingdom,98,"141,80"
546957,2021-03-18,00000,United Kingdom,10,"51,45"
558877,2021-07-04,17841.0,United Kingdom,212,"249,05"
578058,2021-11-22,18249.0,United Kingdom,128,"95,34"
546670,2021-03-15,13451.0,United Kingdom,429,"610,88"
548159,2021-03-29,15906.0,United Kingdom,16,"69,40"
557596,2021-06-21,00000,United Kingdom,-1440,"0,00"
C560869,2021-07-21,12830.0,United Kingdom,-1,"-66,24"
543652,2021-02-11,15544.0,United Kingdom,405,"479,48"
C550537,2021-04-19,15932.0,United Kingdom,-8,"-5,12"
568916,2021-09-29,15452.0,United Kingdom,86,"166,08"
552963,2021-05-12,16743.0,United Kingdom,219,"270,69"
556317,2021-06-10,00000,United Kingdom,-48,"0,00"
563080,2021-08-11,15955.0,United Kingdom,10,"37,14"
573893,2021-11-01,18270.0,United Kingdom,60,"171,20"
542433,2021-01-28,12726.0,France,408,"401,58"
562966,2021-08-11,16133.0,United Kingdom,360,"424,08"
550531,2021-04-19,13199.0,United Kingdom,12,"35,40"
547350,2021-03-22,17272.0,United Kingdom,664,"657,68"
546405,2021-03-11,17351.0,United Kingdom,28,"198,60"
570693,2021-10-11,16161.0,United Kingdom,183,"399,25"
556935,2021-06-15,17651.0,United Kingdom,283,"360,90"
565471,2021-09-05,13931.0,United Kingdom,514,"859,32"
542558,2021-01-28,00000,United Kingdom,-1,"0,00"
569767,2021-10-06,14849.0,United Kingdom,235,"391,78"
554921,2021-05-27,13854.0,United Kingdom,56,"411,60"
553843,2021-05-19,12553.0,France,128,"352,85"
570280,2021-10-10,15473.0,United Kingdom,192,"547,20"
C575746,2021-11-11,13588.0,United Kingdom,-13,"-5,43"
561629,2021-07-28,12748.0,United Kingdom,12,"1,68"
567817,2021-09-22,15005.0,United Kingdom,75,"165,14"
C576218,2021-11-14,13694.0,United Kingdom,-1,"-183,00"
567913,2021-09-22,18144.0,United Kingdom,47,"176,20"
547233,2021-03-21,17152.0,United Kingdom,206,"315,90"
540693,2021-01-11,00000,United Kingdom,1,"0,00"
558420,2021-06-29,14577.0,United Kingdom,89,"178,63"
554920,2021-05-27,16275.0,United Kingdom,336,"559,87"
540481,2021-01-07,16955.0,United Kingdom,94,"165,88"
556740,2021-06-14,17346.0,United Kingdom,182,"147,42"
565806,2021-09-07,15594.0,United Kingdom,319,"520,31"
568200,2021-09-25,16198.0,United Kingdom,129,"400,68"
551730,2021-05-04,16539.0,United Kingdom,66,"306,36"
564760,2021-08-30,00000,United Kingdom,352,"1424,23"
551963,2021-05-05,13266.0,United Kingdom,258,"305,90"
551016,2021-04-26,17975.0,United Kingdom,253,"765,85"
552217,2021-05-06,18170.0,United Kingdom,119,"304,21"
546668,2021-03-15,14735.0,United Kingdom,86,"218,10"
574574,2021-11-04,00000,United Kingdom,3,"15,15"
C570996,2021-10-13,14849.0,United Kingdom,-36,"-19,56"
552967,2021-05-12,16006.0,United Kingdom,84,"101,40"
547379,2021-03-22,12720.0,Germany,490,"498,32"
568944,2021-09-29,16589.0,United Kingdom,212,"244,56"
C559140,2021-07-06,13420.0,United Kingdom,-12,"-17,40"
C564435,2021-08-25,17676.0,United Kingdom,-1,"-4,41"
579949,2021-12-01,16700.0,United Kingdom,207,"283,81"
568181,2021-09-25,17154.0,United Kingdom,490,"329,34"
552316,2021-05-08,15674.0,United Kingdom,229,"334,71"
546541,2021-03-14,14911.0,EIRE,231,"596,05"
538532,2020-12-13,13209.0,United Kingdom,117,"318,85"
559206,2021-07-07,18073.0,United Kingdom,109,"128,16"
579272,2021-11-29,00000,United Kingdom,2,"0,00"
571312,2021-10-17,12474.0,Germany,480,"572,23"
578826,2021-11-25,17329.0,United Kingdom,75,"279,75"
580402,2021-12-04,13536.0,United Kingdom,336,"659,65"
568715,2021-09-28,17783.0,United Kingdom,301,"171,06"
537215,2020-12-05,12747.0,United Kingdom,108,"358,56"
C573219,2021-10-28,14415.0,United Kingdom,-6,"-14,63"
538783,2020-12-14,14961.0,United Kingdom,490,"976,70"
542557,2021-01-28,00000,United Kingdom,-1,"0,00"
571849,2021-10-19,12841.0,United Kingdom,192,"191,12"
552948,2021-05-12,18136.0,United Kingdom,118,"311,86"
576555,2021-11-15,17861.0,United Kingdom,223,"247,15"
C539270,2020-12-16,14777.0,United Kingdom,-8,"-14,50"
C563223,2021-08-14,16292.0,United Kingdom,-3,"-21,35"
555199,2021-06-01,14606.0,United Kingdom,57,"109,37"
563657,2021-08-18,15615.0,United Kingdom,26,"54,20"
577054,2021-11-17,13815.0,Germany,96,"103,20"
569405,2021-10-04,15241.0,United Kingdom,214,"344,92"
542641,2021-01-31,17314.0,United Kingdom,36,"203,80"
559327,2021-07-07,13681.0,United Kingdom,96,"203,46"
559685,2021-07-11,12599.0,France,49,"78,60"
548001,2021-03-29,00000,United Kingdom,11,"0,00"
540361,2021-01-06,13408.0,United Kingdom,274,"304,20"
551702,2021-05-03,13014.0,United Kingdom,135,"494,85"
575076,2021-11-08,16639.0,United Kingdom,351,"786,36"
538039,2020-12-09,00000,United Kingdom,7,"0,00"
538854,2020-12-14,13102.0,United Kingdom,152,"357,10"
552958,2021-05-12,15498.0,United Kingdom,152,"463,20"
C547808,2021-03-25,13014.0,United Kingdom,-5,"-19,75"
567454,2021-09-20,15839.0,United Kingdom,306,"491,18"
541876,2021-01-24,12951.0,United Kingdom,38,"117,40"
553718,2021-05-18,00000,United Kingdom,420,"1588,12"
555513,2021-06-05,12980.0,United Kingdom,114,"892,62"
574882,2021-11-07,13599.0,United Kingdom,218,"490,79"
C549945,2021-04-13,18270.0,United Kingdom,-4,"-44,20"
560400,2021-07-18,00000,United Kingdom,6,"0,00"
552988,2021-05-12,14853.0,United Kingdom,34,"214,50"
C546557,2021-03-15,00000,Hong Kong,-1,"-2583,76"
570440,2021-10-10,00000,United Kingdom,-40,"0,00"
574036,2021-11-02,16607.0,United Kingdom,249,"313,20"
C555837,2021-06-07,16092.0,United Kingdom,-2,"-8,50"
544610,2021-02-22,16912.0,United Kingdom,140,"350,10"
548161,2021-03-29,00000,United Kingdom,2,"0,00"
551962,2021-05-05,17955.0,United Kingdom,15,"123,75"
C539258,2020-12-16,16233.0,United Kingdom,-2,"-21,90"
556055,2021-06-08,14477.0,United Kingdom,200,"358,00"
550518,2021-04-19,16628.0,United Kingdom,162,"360,65"
577018,2021-11-17,12971.0,United Kingdom,82,"163,74"
563701,2021-08-18,00000,United Kingdom,20,"0,00"
537844,2020-12-08,17999.0,United Kingdom,94,"190,34"
561482,2021-07-27,00000,United Kingdom,-2,"0,00"
569540,2021-10-04,00000,United Kingdom,96,"0,00"
572035,2021-10-20,14646.0,Netherlands,13392,"20277,92"
562277,2021-08-04,17315.0,United Kingdom,461,"190,35"
565146,2021-09-01,12415.0,Australia,144,"208,80"
545583,2021-03-04,12553.0,France,125,"317,25"
C555239,2021-06-01,15039.0,United Kingdom,-1,"-3,95"
578837,2021-11-25,00000,United Kingdom,-24,"0,00"
554181,2021-05-23,13078.0,United Kingdom,165,"486,70"
C556796,2021-06-14,16013.0,United Kingdom,-96,"-67,20"
544802,2021-02-23,13149.0,United Kingdom,276,"376,74"
545901,2021-03-07,15834.0,United Kingdom,408,"1031,37"
545544,2021-03-03,14057.0,United Kingdom,459,"294,33"
C572927,2021-10-27,14233.0,United Kingdom,-9,"-15,21"
556733,2021-06-14,16919.0,United Kingdom,279,"325,36"
575765,2021-11-11,17730.0,United Kingdom,211,"325,01"
545652,2021-03-04,16414.0,United Kingdom,16,"50,80"
564051,2021-08-22,14265.0,Unspecified,59,"278,13"
550144,2021-04-14,16520.0,United Kingdom,139,"297,16"
549349,2021-04-08,00000,United Kingdom,-38,"0,00"
550950,2021-04-21,00000,United Kingdom,84,"0,00"
579138,2021-11-28,13590.0,United Kingdom,544,"313,14"
C539944,2020-12-23,14560.0,United Kingdom,-1,"-9,95"
557298,2021-06-19,17519.0,United Kingdom,146,"200,50"
577038,2021-11-17,14796.0,United Kingdom,346,"401,78"
545029,2021-02-25,14541.0,United Kingdom,20,"69,00"
549966,2021-04-13,16224.0,United Kingdom,406,"375,74"
550487,2021-04-18,18219.0,United Kingdom,122,"200,32"
555530,2021-06-05,16923.0,United Kingdom,24,"61,20"
559170,2021-07-06,16942.0,United Kingdom,86,"179,35"
C562800,2021-08-09,16401.0,United Kingdom,-2,"-5,10"
570036,2021-10-07,16358.0,United Kingdom,351,"459,79"
561063,2021-07-24,12763.0,Japan,120,"174,00"
544177,2021-02-16,13001.0,United Kingdom,945,"1853,52"
544938,2021-02-25,00000,United Kingdom,118,"186,95"
